"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000027533",15412.2275504288,1.63320137751398,0.146835847520566,11.1226339146184,9.73546670759011e-29,1.46530842709612e-27
"ENSMUSG00000039804",4268.18576017291,-0.929740129867199,0.0836173606695083,-11.1189844121238,1.01419883026607e-28,1.52565438574937e-27
"ENSMUSG00000107512",201.889122269513,-4.68472801380825,0.421409288019096,-11.116812436265,1.03918743606631e-28,1.56238428059766e-27
"ENSMUSG00000031443",125.042675759515,7.17405684638987,0.645423695875747,11.1152672147491,1.05733615579653e-28,1.58879588031076e-27
"ENSMUSG00000004264",11965.1192057538,1.24623591414656,0.112136442255627,11.1135674458587,1.07766339868796e-28,1.61845017731489e-27
"ENSMUSG00000031227",2115.38381372771,-2.96988173121917,0.267239894229291,-11.1131675896826,1.08250126083736e-28,1.62482249689863e-27
"ENSMUSG00000105975",53.9259276187326,-4.65052182350228,0.418690589972722,-11.1072996023275,1.15602683800938e-28,1.73423070624603e-27
"ENSMUSG00000072620",119.769005627647,2.42912495753964,0.218714278981836,11.1063848636119,1.16792645854734e-28,1.75112047171219e-27
"ENSMUSG00000104965",93.5871560432923,-2.59522400229693,0.233696663347987,-11.1050965174993,1.18489262040778e-28,1.77558401559515e-27
"ENSMUSG00000041313",2422.12892309991,1.40561510668705,0.126595714317324,11.1031808167198,1.21057347306505e-28,1.81307270488985e-27
"ENSMUSG00000004347",386.757193205844,-2.56669337315605,0.23124779553662,-11.0993203943845,1.26401356454126e-28,1.89207246882949e-27
"ENSMUSG00000075334",815.147769290297,-5.0975956640718,0.459291835538007,-11.0988161984211,1.27116378901392e-28,1.90173342761677e-27
"ENSMUSG00000068220",11369.0967912682,2.02668150781424,0.182622569474371,11.0976508196522,1.28784446314658e-28,1.92563410203822e-27
"ENSMUSG00000042272",1774.6275544435,-2.82871791779766,0.254915661341919,-11.0966815569778,1.30188330212074e-28,1.94556061528087e-27
"ENSMUSG00000060019",549.830271596055,1.44601781989567,0.130320516273692,11.0958570549154,1.31394485348006e-28,1.96251205617104e-27
"ENSMUSG00000113769",246.481726883071,4.1318429427975,0.372558832532941,11.0904441983191,1.39592866576192e-28,2.08382400498821e-27
"ENSMUSG00000030393",2725.19165176729,-2.42342335540385,0.218609704860052,-11.0856165189705,1.47331939049237e-28,2.19815068866579e-27
"ENSMUSG00000027957",1479.07029080754,1.45005644699758,0.130907483216751,11.076956117143,1.62296647220795e-28,2.42009814889611e-27
"ENSMUSG00000042106",1266.23358422686,2.50421488084183,0.22612946275191,11.0742529981121,1.67269239774785e-28,2.49288657510506e-27
"ENSMUSG00000026421",2395.81415939486,1.55688266171614,0.140662909538905,11.0681818456594,1.78995299659159e-28,2.6661906194596e-27
"ENSMUSG00000021109",6653.26154998305,-0.925274483057627,0.0836276379988363,-11.0642187821986,1.87085943200022e-28,2.78518463015705e-27
"ENSMUSG00000020607",1070.81497584163,-2.95447162130574,0.26715581853526,-11.0589828718846,1.98333816503547e-28,2.95102570764917e-27
"ENSMUSG00000021061",10189.9192613051,5.07772809413597,0.459245994142908,11.0566627883441,2.03529944233109e-28,3.02669080923248e-27
"ENSMUSG00000032705",1969.94033431386,-1.08927276029022,0.098531150396939,-11.0551105503388,2.07081554405612e-28,3.07783128577395e-27
"ENSMUSG00000009687",346.659215888421,1.97510381596783,0.178664811666513,11.0548003131947,2.07798732236977e-28,3.08681118393134e-27
"ENSMUSG00000030549",57.340600636403,-5.1560921951582,0.466417420565733,-11.0546732772207,2.0809311291126e-28,3.08950416223359e-27
"ENSMUSG00000038217",456.339669572321,2.4530279252194,0.221925601757343,11.0533796272031,2.11114547958622e-28,3.13266008752507e-27
"ENSMUSG00000038831",1178.22133314418,-2.86836683923903,0.259502977157275,-11.053309949121,2.11278516811278e-28,3.13339116300244e-27
"ENSMUSG00000045813",307.566699328045,-2.98534567776947,0.270105270560424,-11.0525265633483,2.13130724454094e-28,3.15914548596687e-27
"ENSMUSG00000068129",62.9071789018946,3.63914130068567,0.32930777050452,11.0508819610004,2.17071725967221e-28,3.21581638284845e-27
"ENSMUSG00000025912",219.000207299828,-2.45079162686352,0.221784428354834,-11.0503322755486,2.18405002900606e-28,3.23381456327304e-27
"ENSMUSG00000032126",25758.6606160888,3.82612426755302,0.346400038605683,11.0453921510916,2.30757892786888e-28,3.41486680127422e-27
"ENSMUSG00000060703",989.743057002334,2.56770120868032,0.232482856136743,11.0446905692265,2.32567521384672e-28,3.43978318851461e-27
"ENSMUSG00000014402",6189.3356510228,-0.810163570972407,0.0733785566649136,-11.0408763512759,2.42654868175296e-28,3.5870377103965e-27
"ENSMUSG00000042118",393.502406530471,12.1740620726888,1.10300730811878,11.0371544985066,2.52916036853274e-28,3.73670107883058e-27
"ENSMUSG00000066705",2998.02463644705,-3.4658865913657,0.314075915064272,-11.0351874344024,2.58511929997506e-28,3.81731292090371e-27
"ENSMUSG00000003528",4364.2547580074,0.886912094098768,0.0803732487949879,11.034916559875,2.59292071996232e-28,3.82676435591197e-27
"ENSMUSG00000062012",536.764725588883,-1.7906934272497,0.162301078190132,-11.0331579261103,2.644142001947e-28,3.90025222511816e-27
"ENSMUSG00000030172",2385.63942571414,-1.15199425134036,0.104412758045525,-11.0330794138976,2.64645197624469e-28,3.90155289190784e-27
"ENSMUSG00000024525",605.656903397135,1.5024030012856,0.136175927440522,11.0328090252355,2.65442263925291e-28,3.91119296974709e-27
"ENSMUSG00000027610",1694.8926724256,2.37735048432205,0.215487571477546,11.0324250629451,2.66578222150104e-28,3.92581340846175e-27
"ENSMUSG00000072875",160.08610991354,-3.01604235287724,0.273418849955999,-11.0308501164518,2.71288401455778e-28,3.99302615892723e-27
"ENSMUSG00000020372",25017.0519966559,1.39818657588064,0.126834378913279,11.0237191829246,2.936691343851e-28,4.32011492360374e-27
"ENSMUSG00000004393",5048.73247837492,0.899114050127038,0.0815860329837596,11.0204408431773,3.04563800535522e-28,4.47797303715252e-27
"ENSMUSG00000040183",983.101762104879,-2.41540619841078,0.219228323296331,-11.0177652325785,3.13751851335192e-28,4.610582611498e-27
"ENSMUSG00000028413",3413.50003192792,2.09555656072056,0.190217595286008,11.0166283911313,3.17738510593946e-28,4.66665625398141e-27
"ENSMUSG00000043740",97.992912852923,5.55447919177541,0.50424811764585,11.0153692148763,3.22212842458234e-28,4.7298282806416e-27
"ENSMUSG00000000142",519.459475047954,-3.49305355490255,0.317112629402973,-11.0151827175061,3.22880831096599e-28,4.7370883694398e-27
"ENSMUSG00000021539",432.027020557556,11.5873893879458,1.05219271466204,11.0126113082503,3.322322650449e-28,4.87166989613342e-27
"ENSMUSG00000038805",575.683242400388,-11.1093053063658,1.00879825955568,-11.0124152189347,3.32956309221468e-28,4.87966762624038e-27
"ENSMUSG00000000184",25851.2223714262,-2.17622931828748,0.197694677966129,-11.0080318836925,3.49556280829715e-28,5.12020293818024e-27
"ENSMUSG00000037852",6067.20101653232,-3.99708513597969,0.363127749525196,-11.0073800231628,3.52094057715357e-28,5.15461171954347e-27
"ENSMUSG00000038206",1334.40394453018,1.11145780658667,0.100980196308539,11.0066908880894,3.54796823978967e-28,5.19139777046461e-27
"ENSMUSG00000057388",3925.81535266709,1.07759150701054,0.0979686545003275,10.9993498686556,3.84896811042353e-28,5.62880679017934e-27
"ENSMUSG00000062929",5248.9976980102,-1.29619226538579,0.117867169451088,-10.9970594137638,3.94796765490078e-28,5.7704965434232e-27
"ENSMUSG00000029634",1950.81321769114,1.01394620555687,0.092206261832391,10.9965005131645,3.97250569055224e-28,5.80325724355647e-27
"ENSMUSG00000032860",66.5397785284118,3.88879371477878,0.353685488993757,10.995061532896,4.03638120861889e-28,5.89341859203906e-27
"ENSMUSG00000024527",4849.25661739008,1.65427879690718,0.150461862813398,10.9946717791126,4.05385680743462e-28,5.91577245008008e-27
"ENSMUSG00000025551",312.668209812715,-5.65040333497634,0.513988646486508,-10.9932454220556,4.11845343715912e-28,6.00682920428792e-27
"ENSMUSG00000020469",522.972246412629,5.84900047555438,0.532066225338283,10.9929933474647,4.12997504742089e-28,6.02041933540256e-27
"ENSMUSG00000040706",376.122893566257,10.6999681467512,0.973358303419889,10.9928359465953,4.13718560106354e-28,6.02771393332553e-27
"ENSMUSG00000054263",2365.629393398,1.90597802986549,0.173464075099624,10.9877392697643,4.37753621949735e-28,6.37449543945781e-27
"ENSMUSG00000021675",1025.77290800622,4.64373679619257,0.422819065859272,10.9827989585932,4.62371856813198e-28,6.72939498370961e-27
"ENSMUSG00000022427",6191.93165287983,0.621397136666599,0.0566052585339149,10.9777280903026,4.89068899239991e-28,7.11415558543029e-27
"ENSMUSG00000041708",1148.23378634362,-6.22187241006647,0.566822815308628,-10.9767501272487,4.94390841418174e-28,7.18774295149637e-27
"ENSMUSG00000020528",1049.40677420397,-1.39942155930368,0.127545127901646,-10.9719718998817,5.21230741322952e-28,7.5739262720534e-27
"ENSMUSG00000030862",83.7669848363234,-3.58922849088343,0.327156445023473,-10.9709851218915,5.26951093913851e-28,7.65297713106782e-27
"ENSMUSG00000059401",597.69285606138,-4.25296990295488,0.38770212387845,-10.9696843040464,5.34587185454695e-28,7.75975171745555e-27
"ENSMUSG00000030707",2787.40424919955,1.65949734763885,0.151293125963898,10.9687557651154,5.40104953236116e-28,7.83568088821255e-27
"ENSMUSG00000030612",2084.02318640012,0.965405086640191,0.0880229494783867,10.9676520993794,5.46736914587219e-28,7.92768526151468e-27
"ENSMUSG00000056228",843.919446467246,1.018980136958,0.0929225949159709,10.9659027266668,5.57414804356951e-28,8.07822685698843e-27
"ENSMUSG00000021176",592.984063506586,-1.22275627949591,0.111506957334824,-10.9657397952697,5.58419778972847e-28,8.08850027676577e-27
"ENSMUSG00000025931",620.077968854739,-2.76641012438273,0.252304119006522,-10.96458565669,5.655902419179e-28,8.1880202589895e-27
"ENSMUSG00000044361",198.224191833541,-5.3383279589554,0.487021866025063,-10.9611669030907,5.87370676611964e-28,8.49883058457925e-27
"ENSMUSG00000022856",1132.90464199729,1.17121692146881,0.106861666340464,10.960122198893,5.94190822550887e-28,8.5929618265988e-27
"ENSMUSG00000020312",419.644141221523,-2.07713231792072,0.18952137369261,-10.9598842465636,5.9575519725848e-28,8.61102670831067e-27
"ENSMUSG00000027580",363.318087654012,2.44745122897553,0.22337600314604,10.9566434823146,6.17472167404973e-28,8.9202034210307e-27
"ENSMUSG00000032251",743.300527156488,-2.13760652864816,0.195123747254291,-10.9551326208509,6.27863332905319e-28,9.06552353504626e-27
"ENSMUSG00000026069",143.006128950702,6.27643637802008,0.573040737820815,10.9528624472466,6.4380373706193e-28,9.29077152089688e-27
"ENSMUSG00000042302",971.685662721427,-1.67510473239098,0.152941533815739,-10.9525822750615,6.4579863336202e-28,9.31463942248346e-27
"ENSMUSG00000054136",93.5433653803687,7.09041374549545,0.647500891180689,10.950430867464,6.61322883552961e-28,9.53351901472284e-27
"ENSMUSG00000036986",2081.53908920881,1.82419945497271,0.166619805349592,10.9482750333628,6.77250299011557e-28,9.75797661835323e-27
"ENSMUSG00000047787",515.646065264619,-3.37293551805607,0.308147810782487,-10.9458363812194,6.95726191293088e-28,1.00188972555322e-26
"ENSMUSG00000052957",4740.29703654655,-2.35652951503561,0.215392780742127,-10.9406151260794,7.36981669971029e-28,1.06074105691615e-26
"ENSMUSG00000009108",77.5156536236781,3.46741075955237,0.316977229079864,10.9389900644211,7.50310436068219e-28,1.07935652935817e-26
"ENSMUSG00000004891",6706.43368135996,-3.60285872041008,0.329430166548009,-10.9366387364073,7.70020351673184e-28,1.10712715615832e-26
"ENSMUSG00000032741",1322.03858426217,1.65918655322705,0.151709693617943,10.9365889130688,7.70443502514855e-28,1.10715284596006e-26
"ENSMUSG00000030521",3123.97492037353,0.913563512112598,0.083535725885947,10.9362012770429,7.73743592069728e-28,1.11131059138595e-26
"ENSMUSG00000021256",868.371597786236,-2.17592430239319,0.199005746255489,-10.9339772510874,7.92950327794485e-28,1.13829832131843e-26
"ENSMUSG00000064128",1286.43998515682,-1.03770389504616,0.0949237621335958,-10.9319718447915,8.1067409411066e-28,1.1631299843968e-26
"ENSMUSG00000020359",1111.6317908046,1.0734028370046,0.0981932399642301,10.9315349752755,8.14586960012789e-28,1.16813052879944e-26
"ENSMUSG00000050751",160.285365436681,-2.41358922263584,0.220809794724652,-10.9306257253921,8.22790912950733e-28,1.17927608394481e-26
"ENSMUSG00000022340",458.653725828197,-3.82786906924895,0.350233703777506,-10.9294708874754,8.33328986518562e-28,1.19375360533372e-26
"ENSMUSG00000053646",3199.89062539763,-1.91636770775163,0.175470156512055,-10.9213312727624,9.11498627763981e-28,1.30504819251868e-26
"ENSMUSG00000031162",4556.3624306642,6.29480108730015,0.576425705566514,10.9204031439118,9.20861530874759e-28,1.317762980641e-26
"ENSMUSG00000039860",243.612283886322,-6.45347752553827,0.591124211505911,-10.9172952146517,9.52914079793844e-28,1.36291658805279e-26
"ENSMUSG00000029778",631.954552726857,-4.52074382015664,0.414122038505701,-10.9164531220533,9.61787617442127e-28,1.37488823303422e-26
"ENSMUSG00000027890",616.784780588187,1.30043394564229,0.119131721725538,10.9159334458231,9.67304540490921e-28,1.3820515395989e-26
"ENSMUSG00000026730",852.854515624625,2.71970843818549,0.249175305287512,10.9148393940858,9.79021879328214e-28,1.39806166751114e-26
"ENSMUSG00000026835",115.126951061809,5.90656356506256,0.541282218194807,10.9121699670112,1.00820565387985e-27,1.43898443326487e-26
"ENSMUSG00000057706",1656.830808879,-2.53561669032181,0.23238747950566,-10.911158792701,1.01948432868753e-27,1.45432234418203e-26
"ENSMUSG00000057337",234.11842811268,-2.51997970238771,0.230993919444242,-10.9092902031821,1.04065692906299e-27,1.48375083445422e-26
"ENSMUSG00000047786",1675.50281044566,-5.12033408981574,0.469431393466035,-10.9075237853393,1.06107261656449e-27,1.51206999161756e-26
"ENSMUSG00000025938",1061.82031613364,-6.17242946584252,0.566019298837581,-10.9049805872674,1.09116559712736e-27,1.55414295006909e-26
"ENSMUSG00000038462",7751.93060583003,0.726306627518683,0.0666038260544571,10.9048784513496,1.09239166411324e-27,1.5550784512895e-26
"ENSMUSG00000022174",5401.32611488387,0.865584385255412,0.0793783346037705,10.9045420211461,1.09643993349015e-27,1.56002844286895e-26
"ENSMUSG00000031169",395.711843742506,-2.50482308412463,0.229796720863678,-10.9001689611166,1.15043460914113e-27,1.63600065864224e-26
"ENSMUSG00000102747",111.43400754207,-5.98635984739188,0.549261289380713,-10.8989290946417,1.16621760091611e-27,1.65758233204091e-26
"ENSMUSG00000006818",4894.09621184214,1.0982417823995,0.100768067552836,10.8987083812405,1.16904962366865e-27,1.660743505948e-26
"ENSMUSG00000029822",391.965587742111,-1.39304932066002,0.127830908067552,-10.8975938739625,1.18345462783028e-27,1.68033334319478e-26
"ENSMUSG00000000682",148.490902315757,3.28618961256734,0.301740155590594,10.8907931267394,1.27524793738931e-27,1.80972587810915e-26
"ENSMUSG00000051147",211.138628083968,2.33491194516923,0.214476866651354,10.8865444633932,1.33614256423927e-27,1.89515797351445e-26
"ENSMUSG00000055980",1440.58415269485,-1.87147019025775,0.172008353446521,-10.8801122315237,1.43386314969242e-27,2.03270749991165e-26
"ENSMUSG00000024270",4028.06330058689,-2.02086527539731,0.185755960837313,-10.8791409238663,1.4492230697322e-27,2.05341679558839e-26
"ENSMUSG00000041729",1168.14466675864,-2.30051061479331,0.211489955396736,-10.8776353490536,1.4733548046904e-27,2.08652703755999e-26
"ENSMUSG00000001313",1051.76573016702,-3.43006026803763,0.315342811546643,-10.8772426148369,1.47971491244603e-27,2.09444828902594e-26
"ENSMUSG00000053332",8389.00319580393,0.976885941099002,0.089817325505346,10.8763641714188,1.49403953799639e-27,2.11362879849743e-26
"ENSMUSG00000001300",3033.51090844755,-2.7990544134839,0.257401496701607,-10.8742740401728,1.52867823749226e-27,2.16151304823051e-26
"ENSMUSG00000026701",15921.9123892291,1.31835342237541,0.121277962433146,10.8705109809389,1.59306114034881e-27,2.25138356089233e-26
"ENSMUSG00000037990",112.156230017487,-5.9636470325167,0.548644279867699,-10.8697880418161,1.6057345142393e-27,2.26812075801392e-26
"ENSMUSG00000023495",6347.86685036214,-2.0766891307111,0.19111068721821,-10.8664207163879,1.66609495158438e-27,2.3521644386244e-26
"ENSMUSG00000055745",1955.41224412308,-2.88067040379079,0.2651348548801,-10.8649253418359,1.69361648108671e-27,2.3897838342111e-26
"ENSMUSG00000074342",184.317685082313,4.20852789072386,0.387408206960033,10.8632904907924,1.72422108577432e-27,2.43171252561605e-26
"ENSMUSG00000030217",780.164668184969,5.64722968406781,0.520131010563612,10.8573216543049,1.84068806284551e-27,2.59462933440731e-26
"ENSMUSG00000031974",10359.4693924478,3.74366363452869,0.344930297057422,10.8533917329549,1.92159635228941e-27,2.70728051324611e-26
"ENSMUSG00000053477",8283.94693051238,-2.52925530922061,0.2332091429727,-10.8454380346344,2.09629266840054e-27,2.95188263481267e-26
"ENSMUSG00000027774",3393.84327768682,1.23586303293253,0.113970600984891,10.8437002371899,2.13651005617092e-27,3.00696453964333e-26
"ENSMUSG00000019823",1302.83277167709,-0.963315839628065,0.0888421586026037,-10.8430035332329,2.15284773076201e-27,3.0283982651368e-26
"ENSMUSG00000022053",799.138490649706,-3.79498240495369,0.350000993557664,-10.8427760915154,2.15820800644536e-27,3.03437603294258e-26
"ENSMUSG00000057751",1469.59926019925,-1.50188890864807,0.138520342843681,-10.8423707147689,2.16779463768838e-27,3.0462867238874e-26
"ENSMUSG00000107917",304.528707565967,-4.7535662170618,0.43867590814886,-10.8361688635263,2.31983650018891e-27,3.25826701862009e-26
"ENSMUSG00000034532",334.156366124226,-2.77132952919255,0.255892583856928,-10.8300502008375,2.48019311010944e-27,3.47991347621827e-26
"ENSMUSG00000021102",12853.2966037889,2.64269364131253,0.244014834876016,10.8300531918696,2.48011209669135e-27,3.47991347621827e-26
"ENSMUSG00000048007",497.598756356574,1.81589804020834,0.167756761446259,10.8245892717121,2.63256789683033e-27,3.69181159166381e-26
"ENSMUSG00000024647",551.892522245155,-5.04898961684612,0.466481075298846,-10.8235679520579,2.66207903857636e-27,3.731281435394e-26
"ENSMUSG00000056515",3065.66692350263,-2.03626414559613,0.188138133241525,-10.8232398744068,2.67162831693725e-27,3.74274576215856e-26
"ENSMUSG00000111063",301.696606657031,-3.63190657235625,0.335683394037938,-10.8194406898358,2.78471557182905e-27,3.89917273148263e-26
"ENSMUSG00000028435",564.597631145885,4.05981318318023,0.375252093793006,10.8188954847503,2.80132906644295e-27,3.92042558591642e-26
"ENSMUSG00000095332",102.036156678846,3.25556264396117,0.301140383798942,10.8107806827223,3.06054274112037e-27,4.28099880194195e-26
"ENSMUSG00000041912",1577.86233466414,-2.07519870005436,0.192018069794167,-10.8073094489434,3.17856187737847e-27,4.44380518762666e-26
"ENSMUSG00000001062",1000.15779495679,-1.22625106023352,0.113487812624978,-10.8051343300243,3.25480266246686e-27,4.54806645182964e-26
"ENSMUSG00000050148",2518.79626909924,-1.75730211957639,0.162784558446869,-10.7952629926502,3.62423419460229e-27,5.06169886135713e-26
"ENSMUSG00000113041",148.401685680723,4.56591758411941,0.422983385946342,10.7945553792948,3.65225981088543e-27,5.09823370024364e-26
"ENSMUSG00000049922",1239.01114163316,1.56831737555571,0.145325720532595,10.7917398916591,3.76591416229761e-27,5.25420036188183e-26
"ENSMUSG00000031168",1207.40146177144,1.91422622253009,0.177410798617308,10.7897954208484,3.84644827881597e-27,5.36108541228034e-26
"ENSMUSG00000037172",1443.08299830585,-2.12614461339064,0.197051411759614,-10.789796400872,3.84640726210115e-27,5.36108541228034e-26
"ENSMUSG00000028979",104.304799889343,4.38625444150207,0.406528574093924,10.7895354005022,3.85734619123722e-27,5.37353305722684e-26
"ENSMUSG00000025232",2208.94862774442,0.97951566205643,0.090837501582922,10.7831638363839,4.13416888294025e-27,5.75622964037522e-26
"ENSMUSG00000021194",530.577068533004,-3.70633912859685,0.343806590166999,-10.7803027475318,4.26479789621591e-27,5.93508654757138e-26
"ENSMUSG00000021484",9615.10711996781,1.00930546549434,0.093628167408005,10.7799340031518,4.28192871493506e-27,5.95589249666986e-26
"ENSMUSG00000040412",149.964806912671,-3.74644016038826,0.347711531747378,-10.7745640231172,4.53927447590451e-27,6.3106310500132e-26
"ENSMUSG00000000223",476.303178025708,-3.66398812872818,0.340170841572816,-10.7710235003898,4.71727703245801e-27,6.55475961203906e-26
"ENSMUSG00000060424",2386.45373383508,-9.38591659362116,0.871554345046297,-10.7691696415358,4.81322460137875e-27,6.68468071481773e-26
"ENSMUSG00000019878",2373.94169688693,-1.5160309278341,0.140800481149874,-10.767228318065,4.91577347667435e-27,6.8236331217373e-26
"ENSMUSG00000066357",10541.2563781362,-1.86667591496293,0.173376587009577,-10.7665974233292,4.94956417036356e-27,6.86704895916667e-26
"ENSMUSG00000032381",5584.96730636783,1.37359146758044,0.127623238882371,10.7628632497445,5.15433466730835e-27,7.14751849957002e-26
"ENSMUSG00000096225",508.765481534503,-6.73055183571036,0.625689876402007,-10.7570093261122,5.49237584601537e-27,7.61241620301613e-26
"ENSMUSG00000052428",2772.17418083503,0.948959352240625,0.0882350227009677,10.7549057414162,5.61914388579163e-27,7.78416697119959e-26
"ENSMUSG00000049420",472.061573428533,-3.16149089382455,0.294004422410193,-10.7532086351193,5.72352737724321e-27,7.92475017189711e-26
"ENSMUSG00000061143",761.776436294785,-1.05114677340004,0.097762400969258,-10.7520556264835,5.79553978025315e-27,8.0203928934628e-26
"ENSMUSG00000071847",261.837929840544,-3.60025588537886,0.33485338646044,-10.7517380171522,5.81553375243073e-27,8.04398739488115e-26
"ENSMUSG00000032715",359.070406718531,3.14163784193438,0.292290691535995,10.7483335354437,6.03419410004438e-27,8.34221226847228e-26
"ENSMUSG00000022428",1326.53766466253,-0.990780232283752,0.0921942521658099,-10.7466594609591,6.14468570073252e-27,8.49066889087562e-26
"ENSMUSG00000042506",15190.1663571804,-2.00350767646233,0.18644424002661,-10.7458813218171,6.19672480593573e-27,8.55824713086715e-26
"ENSMUSG00000031661",1667.27550163692,-2.34604460224009,0.218332808765767,-10.7452682695846,6.23803106199604e-27,8.61094151347185e-26
"ENSMUSG00000027399",74.255876270784,5.13886645067616,0.478285109548601,10.7443580159252,6.29986630032358e-27,8.6919064440525e-26
"ENSMUSG00000036073",653.154545394778,1.54738879038346,0.144053482550578,10.7417659260002,6.47930118879936e-27,8.93495961007677e-26
"ENSMUSG00000030051",831.934153074745,1.16276435949097,0.108255599426465,10.7409165498253,6.53919365300003e-27,9.01300162526009e-26
"ENSMUSG00000040721",1445.87575905483,-2.50173964806073,0.232925319859209,-10.7405225398978,6.56716273131251e-27,9.04698696389284e-26
"ENSMUSG00000038418",387.695704903685,2.22883374346913,0.20762250777949,10.7350294884036,6.96967151493023e-27,9.59664750226129e-26
"ENSMUSG00000073676",10417.8048742666,1.47693147185511,0.137583546334247,10.7347972283476,6.98721927665598e-27,9.61596252895154e-26
"ENSMUSG00000044365",1156.05795294611,-3.38292850112663,0.315581336837491,-10.7196722563751,8.22944226393265e-27,1.1319834026491e-25
"ENSMUSG00000026245",7832.2645047773,1.09184243336519,0.101854800953707,10.7195971435989,8.2361278743813e-27,1.13233287001685e-25
"ENSMUSG00000015176",10484.6246719978,1.07474621994116,0.10026114867822,10.7194684492441,8.24759517454718e-27,1.13333905924688e-25
"ENSMUSG00000056413",323.748984067426,2.32414729252921,0.216833962893895,10.7185574690922,8.32922188301949e-27,1.14398030869948e-25
"ENSMUSG00000026497",52.4368619230611,5.68030157066216,0.530135162003754,10.7148176121582,8.67280324332574e-27,1.19057105025715e-25
"ENSMUSG00000031502",9602.23875338719,-1.05536111159094,0.0985090493742424,-10.7133417517974,8.81222532415664e-27,1.20910281971527e-25
"ENSMUSG00000078700",1713.04957342544,3.08333245308784,0.287845122548039,10.7117759223912,8.96257669336034e-27,1.22911480978523e-25
"ENSMUSG00000028568",2304.38346784452,-0.975412061784661,0.0910683700679971,-10.7107666586803,9.06083165222885e-27,1.24196587594374e-25
"ENSMUSG00000033615",185.528022339124,-5.82406430647852,0.543802886562046,-10.7098811911401,9.14791373076286e-27,1.25327335655456e-25
"ENSMUSG00000103851",193.329914671441,-3.1240007106293,0.291746284351276,-10.7079365811832,9.34208114066414e-27,1.27923294536673e-25
"ENSMUSG00000031381",1846.46302413335,1.39057647698542,0.129872047579787,10.7072807651786,9.40848076744502e-27,1.28767974752036e-25
"ENSMUSG00000056296",210.017304026638,-4.30842901144709,0.402418009691588,-10.7063523691423,9.50327919894851e-27,1.3000029101496e-25
"ENSMUSG00000079466",109.357048218811,-7.09734832543502,0.662931311803909,-10.7060086000801,9.53862117057115e-27,1.30418445013845e-25
"ENSMUSG00000032181",1084.99568804059,-6.29708950143301,0.588222357373502,-10.7052875880992,9.61317031294085e-27,1.31371979294106e-25
"ENSMUSG00000075704",2640.67610484837,2.65035035538626,0.24763859461887,10.7024931209342,9.90760293845567e-27,1.35327948536366e-25
"ENSMUSG00000010362",695.458548043523,-1.17316913844923,0.109626599459054,-10.7015007693221,1.00142968102843e-26,1.36716921670838e-25
"ENSMUSG00000035031",306.781890309303,11.0938048720124,1.03677449686745,10.7003064847097,1.01442131941062e-26,1.38421386631665e-25
"ENSMUSG00000045333",1901.66521391706,-2.72953138841791,0.255092372082601,-10.7001685943556,1.01593203435042e-26,1.38558319093284e-25
"ENSMUSG00000015709",2968.83265619717,-4.34219597657666,0.405819390807172,-10.6998238007801,1.01971933274534e-26,1.39005452754177e-25
"ENSMUSG00000048537",1978.47866999217,-1.78981406357319,0.16731153863713,-10.6974932999391,1.04568778822434e-26,1.42474309220512e-25
"ENSMUSG00000001380",6506.08912741226,1.24047381101311,0.116038257044098,10.6902140950091,1.13109576616914e-26,1.54034267897351e-25
"ENSMUSG00000020736",1581.31421780782,0.804272481336563,0.0752398085580033,10.6894541167863,1.14040197398862e-26,1.55224220854116e-25
"ENSMUSG00000060063",120.709230761244,2.32497440423934,0.217507298545733,10.689178798984,1.14379203883748e-26,1.55608122096426e-25
"ENSMUSG00000096145",189.413839496074,1.84024386879546,0.172170558949718,10.6884933174487,1.15227603365989e-26,1.56684304069292e-25
"ENSMUSG00000026395",392.594968209563,3.03505533127073,0.283975903555054,10.6877213639443,1.16190497855477e-26,1.57915025891339e-25
"ENSMUSG00000019838",4648.76059431318,4.22477404655064,0.395316611513602,10.6870643011299,1.1701636577111e-26,1.58958382900805e-25
"ENSMUSG00000028825",8797.93921573985,5.60179314081152,0.524406926049074,10.6821494197567,1.23381310845371e-26,1.67521404059336e-25
"ENSMUSG00000000049",457.966323349838,9.71680286294102,0.90967709631885,10.6815955928335,1.24119713680125e-26,1.68440255256515e-25
"ENSMUSG00000038893",1767.75377677918,3.28377529403702,0.307823481473523,10.6677218980108,1.44116399784927e-26,1.95480228864183e-25
"ENSMUSG00000021745",1563.97781424179,-2.14187603375399,0.200876574729798,-10.6626471336195,1.52202581727032e-26,2.06345912040649e-25
"ENSMUSG00000022659",77.7074758188052,6.06089625612526,0.568610155465451,10.6591417650006,1.5804914552444e-26,2.1416599987285e-25
"ENSMUSG00000015672",2730.37330333029,0.726748263112675,0.0681906772736856,10.6575897493413,1.60708335292539e-26,2.17661393332751e-25
"ENSMUSG00000028636",719.92340856755,0.922363879330124,0.0865517329539277,10.6567927394488,1.62091104490948e-26,2.19425410925854e-25
"ENSMUSG00000041073",1294.96204893409,-4.00365264903266,0.375832648175087,-10.6527537415203,1.69281978171074e-26,2.29046314000862e-25
"ENSMUSG00000028107",3597.167668616,1.19743604940725,0.112443570908529,10.6492175562562,1.75836764028319e-26,2.37797461372556e-25
